Team,Team Mascot,Full Name,First Name,Last Name,Position,Overall,Season Year,Offense/Defense,Strength,Speed,Injury
PHI,Eagles ,Jeff Maehl,Jeff,Maehl,WR,64,2015,Offense,45,84,90
ATL,Falcons ,Joe Hawley,Joe,Hawley,C,74,2015,Offense,83,62,90
ATL,Falcons ,Peter Konz,Peter,Konz,C,70,2015,Offense,81,65,77
ATL,Falcons ,James Stone,James,Stone,C,67,2015,Offense,79,66,91
ATL,Falcons ,Desmond Trufant,Desmond,Trufant,CB,90,2015,Defense,52,92,96
ATL,Falcons ,Robert Alford,Robert,Alford,CB,75,2015,Defense,47,91,80
ATL,Falcons ,Jalen Collins,Jalen,Collins,CB,71,2015,Defense,57,90,85
ATL,Falcons ,Phillip Adams,Phillip,Adams,CB,70,2015,Defense,56,86,82
ATL,Falcons ,Ricardo Allen,Ricardo,Allen,CB,68,2015,Defense,52,88,93
ATL,Falcons ,Kevin White,Kevin,White,CB,65,2015,Defense,75,94,92
ATL,Falcons ,Jonathan Babineaux,Jonathan,Babineaux,DT,83,2015,Defense,87,70,88
ATL,Falcons ,Paul Soliai,Paul,Soliai,DT,80,2015,Defense,93,64,87
ATL,Falcons ,Ra'Shede Hageman,Ra'Shede,Hageman,DT,73,2015,Defense,92,71,94
ATL,Falcons ,Grady Jarrett,Grady,Jarrett,DT,67,2015,Defense,89,70,84
ATL,Falcons ,Ricky Havili-Heimuli,Ricky,Havili-Heimuli,DT,66,2015,Defense,86,61,82
ATL,Falcons ,Patrick DiMarco,Patrick,DiMarco,FB,79,2015,Offense,74,73,92
ATL,Falcons ,Collin Mooney,Collin,Mooney,FB,73,2015,Offense,74,78,94
ATL,Falcons ,Charles Godfrey,Charles,Godfrey,FS,76,2015,Defense,64,87,94
ATL,Falcons ,Dezmen Southward,Dezmen,Southward,FS,76,2015,Defense,63,92,92
ATL,Falcons ,Sean Baker,Sean,Baker,FS,69,2015,Defense,74,82,93
ATL,Falcons ,Akeem King,Akeem,King,FS,62,2015,Defense,72,91,92
ATL,Falcons ,Devonta Freeman,Devonta,Freeman,HB,75,2015,Offense,62,86,94
ATL,Falcons ,Antone Smith,Antone,Smith,HB,75,2015,Offense,53,91,82
ATL,Falcons ,Tevin Coleman,Tevin,Coleman,HB,74,2015,Offense,74,93,82
ATL,Falcons ,Jerome Smith,Jerome,Smith,HB,67,2015,Offense,72,81,90
ATL,Falcons ,Matt Bryant,Matt,Bryant,K,91,2015,Special Teams,42,54,80
ATL,Falcons ,Tyson Jackson,Tyson,Jackson,LE,77,2015,Defense,87,70,95
ATL,Falcons ,Cliff Matthews,Cliff,Matthews,LE,72,2015,Defense,76,76,84
ATL,Falcons ,Malliciah Goodman,Malliciah,Goodman,LE,69,2015,Defense,84,75,95
ATL,Falcons ,Chris Chester,Chris,Chester,LG,83,2015,Offense,82,72,85
ATL,Falcons ,Mike Person,Mike,Person,LG,73,2015,Offense,79,67,90
ATL,Falcons ,Harland Gunn,Harland,Gunn,LG,70,2015,Offense,85,62,90
ATL,Falcons ,Brooks Reed,Brooks,Reed,LOLB,80,2015,Defense,72,81,93
ATL,Falcons ,O'Brien Schofield,O'Brien,Schofield,LOLB,74,2015,Defense,75,81,78
ATL,Falcons ,Tyler Starr,Tyler,Starr,LOLB,63,2015,Defense,76,73,94
ATL,Falcons ,Jake Matthews,Jake,Matthews,LT,75,2015,Offense,85,69,98
ATL,Falcons ,Lamar Holmes,Lamar,Holmes,LT,70,2015,Offense,84,61,85
ATL,Falcons ,Paul Worrilow,Paul,Worrilow,MLB,77,2015,Defense,74,83,91
ATL,Falcons ,Joplo Bartu,Joplo,Bartu,MLB,73,2015,Defense,68,76,90
ATL,Falcons ,Allen Bradford,Allen,Bradford,MLB,66,2015,Defense,75,85,78
ATL,Falcons ,Nathan Stupar,Nathan,Stupar,MLB,66,2015,Defense,76,82,92
ATL,Falcons ,Matt Bosher,Matt,Bosher,P,92,2015,Special Teams,64,77,92
ATL,Falcons ,Matt Ryan,Matt,Ryan,QB,90,2015,Offense,63,71,95
ATL,Falcons ,T.J. Yates,T.J.,Yates,QB,72,2015,Offense,55,68,85
ATL,Falcons ,Sean Renfree,Sean,Renfree,QB,70,2015,Offense,60,75,85
ATL,Falcons ,Adrian Clayborn,Adrian,Clayborn,RE,78,2015,Defense,87,77,87
ATL,Falcons ,Vic Beasley Jr.,Vic,Beasley Jr.,RE,77,2015,Defense,87,88,90
ATL,Falcons ,Kroy Biermann,Kroy,Biermann,RE,77,2015,Defense,79,76,88
ATL,Falcons ,Stansly Maponga,Stansly,Maponga,RE,72,2015,Defense,83,77,83
ATL,Falcons ,Jon Asamoah,Jon,Asamoah,RG,85,2015,Offense,87,67,90
ATL,Falcons ,Jared Smith,Jared,Smith,RG,72,2015,Offense,84,71,74
ATL,Falcons ,Justin Durant,Justin,Durant,ROLB,84,2015,Defense,64,83,88
ATL,Falcons ,Marquis Spruill,Marquis,Spruill,ROLB,68,2015,Defense,73,87,91
ATL,Falcons ,Ryan Schraeder,Ryan,Schraeder,RT,80,2015,Offense,83,66,92
ATL,Falcons ,Tyler Polumbus,Tyler,Polumbus,RT,73,2015,Offense,85,63,90
ATL,Falcons ,Jake Rodgers,Jake,Rodgers,RT,62,2015,Offense,78,63,79
ATL,Falcons ,William Moore,William,Moore,SS,80,2015,Defense,65,85,85
ATL,Falcons ,Kemal Ishmael,Kemal,Ishmael,SS,79,2015,Defense,64,83,90
ATL,Falcons ,Jacob Tamme,Jacob,Tamme,TE,77,2015,Offense,62,82,88
ATL,Falcons ,Levine Toilolo,Levine,Toilolo,TE,75,2015,Offense,74,76,79
ATL,Falcons ,Tony Moeaki,Tony,Moeaki,TE,74,2015,Offense,65,79,69
ATL,Falcons ,Mickey Shuler,Mickey,Shuler,TE,66,2015,Offense,70,81,95
ATL,Falcons ,Josh Harris,Josh,Harris,TE,62,2015,Offense,64,76,95
ATL,Falcons ,Julio Jones,Julio,Jones,WR,94,2015,Offense,74,92,83
ATL,Falcons ,Roddy White,Roddy,White,WR,84,2015,Offense,64,84,92
ATL,Falcons ,Leonard Hankerson,Leonard,Hankerson,WR,76,2015,Offense,61,90,83
ATL,Falcons ,Devin Hester,Devin,Hester,WR,74,2015,Offense,53,91,89
ATL,Falcons ,Eric Weems,Eric,Weems,WR,72,2015,Offense,49,84,85
ATL,Falcons ,Justin Hardy,Justin,Hardy,WR,71,2015,Offense,63,87,92
ATL,Falcons ,Bernard Reedy,Bernard,Reedy,WR,62,2015,Offense,62,88,90
ATL,Falcons ,Freddie Martino,Freddie,Martino,WR,61,2015,Offense,55,89,90
ATL,Falcons ,Nick Williams,Nick,Williams,WR,61,2015,Offense,83,73,93
ATL,Falcons ,Shane Wynn,Shane,Wynn,WR,54,2015,Offense,53,96,75
NYG,Giants ,Weston Richburg,Weston,Richburg,C,74,2015,Offense,85,68,92
NYG,Giants ,Dominique Rodgers-Cromartie,Dominique,Rodgers-Cromartie,CB,88,2015,Defense,46,91,90
NYG,Giants ,Prince Amukamara,Prince,Amukamara,CB,86,2015,Defense,64,90,90
NYG,Giants ,Trumaine McBride,Trumaine,McBride,CB,75,2015,Defense,54,84,89
NYG,Giants ,Josh Gordy,Josh,Gordy,CB,73,2015,Defense,49,89,90
NYG,Giants ,Chykie Brown,Chykie,Brown,CB,70,2015,Defense,45,87,83
NYG,Giants ,Jayron Hosley,Jayron,Hosley,CB,70,2015,Defense,45,91,88
NYG,Giants ,Mike Harris,Mike,Harris,CB,69,2015,Defense,40,86,88
NYG,Giants ,Chandler Fenner,Chandler,Fenner,CB,64,2015,Defense,53,86,92
NYG,Giants ,Bennett Jackson,Bennett,Jackson,CB,64,2015,Defense,52,90,95
NYG,Giants ,Trevin Wade,Trevin,Wade,CB,64,2015,Defense,63,86,87
NYG,Giants ,Johnathan Hankins,Johnathan,Hankins,DT,86,2015,Defense,93,61,92
NYG,Giants ,Kenrick Ellis,Kenrick,Ellis,DT,75,2015,Defense,92,63,88
NYG,Giants ,Markus Kuhn,Markus,Kuhn,DT,70,2015,Defense,86,75,92
NYG,Giants ,Jay Bromley,Jay,Bromley,DT,69,2015,Defense,84,70,95
NYG,Giants ,Dominique Hamilton,Dominique,Hamilton,DT,68,2015,Defense,87,57,84
NYG,Giants ,Henry Hynoski,Henry,Hynoski,FB,90,2015,Offense,84,68,76
NYG,Giants ,Nikita Whitlock,Nikita,Whitlock,FB,61,2015,Offense,88,78,92
NYG,Giants ,Cooper Taylor,Cooper,Taylor,FS,71,2015,Defense,68,88,79
NYG,Giants ,Mykkele Thompson,Mykkele,Thompson,FS,64,2015,Defense,70,89,91
NYG,Giants ,Shane Vereen,Shane,Vereen,HB,81,2015,Offense,71,87,87
NYG,Giants ,Rashad Jennings,Rashad,Jennings,HB,80,2015,Offense,79,84,94
NYG,Giants ,Andre Williams,Andre,Williams,HB,73,2015,Offense,76,86,82
NYG,Giants ,Orleans Darkwa,Orleans,Darkwa,HB,70,2015,Offense,66,90,85
NYG,Giants ,Josh Brown,Josh,Brown,K,87,2015,Special Teams,25,60,90
NYG,Giants ,Chris Boswell,Chris,Boswell,K,52,2015,Special Teams,44,74,94
NYG,Giants ,Robert Ayers,Robert,Ayers,LE,82,2015,Defense,79,76,87
NYG,Giants ,Cullen Jenkins,Cullen,Jenkins,LE,78,2015,Defense,87,64,91
NYG,Giants ,Damontre Moore,Damontre,Moore,LE,76,2015,Defense,65,73,90
NYG,Giants ,John Jerry,John,Jerry,LG,77,2015,Offense,90,64,79
NYG,Giants ,Troy Kropog,Troy,Kropog,LG,72,2015,Offense,78,58,90
NYG,Giants ,Dallas Reynolds,Dallas,Reynolds,LG,70,2015,Offense,88,59,90
NYG,Giants ,Bobby Hart,Bobby,Hart,LG,62,2015,Offense,84,52,93
NYG,Giants ,Devon Kennard,Devon,Kennard,LOLB,79,2015,Defense,74,82,80
NYG,Giants ,Mark Herzlich,Mark,Herzlich,LOLB,75,2015,Defense,75,73,80
NYG,Giants ,Will Beatty,Will,Beatty,LT,85,2015,Offense,86,66,84
NYG,Giants ,Ereck Flowers,Ereck,Flowers,LT,73,2015,Offense,95,62,85
NYG,Giants ,Marshall Newhouse,Marshall,Newhouse,LT,71,2015,Offense,88,69,91
NYG,Giants ,Jon Beason,Jon,Beason,MLB,79,2015,Defense,67,76,79
NYG,Giants ,Jameel McClain,Jameel,McClain,MLB,77,2015,Defense,76,77,84
NYG,Giants ,Steve Weatherford,Steve,Weatherford,P,79,2015,Special Teams,88,84,90
NYG,Giants ,Robert Malone,Robert,Malone,P,66,2015,Special Teams,50,70,92
NYG,Giants ,Eli Manning,Eli,Manning,QB,87,2015,Offense,54,68,98
NYG,Giants ,Ryan Nassib,Ryan,Nassib,QB,71,2015,Offense,65,69,95
NYG,Giants ,Ricky Stanzi,Ricky,Stanzi,QB,64,2015,Offense,55,74,93
NYG,Giants ,Jason Pierre-Paul,Jason,Pierre-Paul,RE,89,2015,Defense,85,79,93
NYG,Giants ,George Selvie,George,Selvie,RE,74,2015,Defense,64,72,86
NYG,Giants ,Owamagbe Odighizuwa,Owamagbe,Odighizuwa,RE,69,2015,Defense,79,85,74
NYG,Giants ,Kerry Wynn,Kerry,Wynn,RE,65,2015,Defense,86,73,94
NYG,Giants ,Geoff Schwartz,Geoff,Schwartz,RG,78,2015,Offense,91,56,79
NYG,Giants ,Adam Gettis,Adam,Gettis,RG,68,2015,Offense,78,74,77
NYG,Giants ,Eric Herman,Eric,Herman,RG,65,2015,Offense,94,63,97
NYG,Giants ,Victor Butler,Victor,Butler,ROLB,76,2015,Defense,74,78,79
NYG,Giants ,Jonathan Casillas,Jonathan,Casillas,ROLB,76,2015,Defense,63,85,77
NYG,Giants ,J.T. Thomas,J.T.,Thomas,ROLB,75,2015,Defense,66,81,81
NYG,Giants ,Justin Pugh,Justin,Pugh,RT,79,2015,Offense,83,66,90
NYG,Giants ,Brandon Mosley,Brandon,Mosley,RT,70,2015,Offense,93,66,88
NYG,Giants ,Landon Collins,Landon,Collins,SS,74,2015,Defense,72,88,87
NYG,Giants ,Nat Berhe,Nat,Berhe,SS,70,2015,Defense,64,87,92
NYG,Giants ,Larry Donnell,Larry,Donnell,TE,79,2015,Offense,73,73,92
NYG,Giants ,Daniel Fells,Daniel,Fells,TE,76,2015,Offense,72,72,74
NYG,Giants ,Adrien Robinson,Adrien,Robinson,TE,70,2015,Offense,56,85,89
NYG,Giants ,Zak DeOssie,Zak,DeOssie,TE,62,2015,Offense,72,81,89
NYG,Giants ,Odell Beckham Jr.,Odell,Beckham Jr.,WR,94,2015,Offense,49,92,94
NYG,Giants ,Victor Cruz,Victor,Cruz,WR,84,2015,Offense,60,88,85
NYG,Giants ,Rueben Randle,Rueben,Randle,WR,82,2015,Offense,68,89,94
NYG,Giants ,Dwayne Harris,Dwayne,Harris,WR,75,2015,Offense,62,86,88
NYG,Giants ,Juron Criner,Juron,Criner,WR,70,2015,Offense,72,82,88
NYG,Giants ,Preston Parker,Preston,Parker,WR,70,2015,Offense,51,83,87
NYG,Giants ,Geremy Davis,Geremy,Davis,WR,66,2015,Offense,75,89,83
NYG,Giants ,Chris Harper,Chris,Harper,WR,66,2015,Offense,72,86,95
NYG,Giants ,Corey Washington,Corey,Washington,WR,66,2015,Offense,63,88,92
NYG,Giants ,Julian Talley,Julian,Talley,WR,63,2015,Offense,55,85,89
JAX,Jaguars ,Stefen Wisniewski,Stefen,Wisniewski,C,80,2015,Offense,85,60,94
JAX,Jaguars ,Luke Bowanko,Luke,Bowanko,C,75,2015,Offense,86,62,92
JAX,Jaguars ,Davon House,Davon,House,CB,80,2015,Defense,49,88,95
JAX,Jaguars ,Dwayne Gratz,Dwayne,Gratz,CB,78,2015,Defense,64,89,97
JAX,Jaguars ,Demetrius McCray,Demetrius,McCray,CB,77,2015,Defense,42,86,94
JAX,Jaguars ,Aaron Colvin,Aaron,Colvin,CB,71,2015,Defense,48,88,76
JAX,Jaguars ,Jeremy Harris,Jeremy,Harris,CB,67,2015,Defense,41,88,93
JAX,Jaguars ,Tommie Campbell,Tommie,Campbell,CB,66,2015,Defense,66,88,87
JAX,Jaguars ,Peyton Thompson,Peyton,Thompson,CB,63,2015,Defense,54,88,90
JAX,Jaguars ,Sen'Derrick Marks,Sen'Derrick,Marks,DT,87,2015,Defense,82,68,86
JAX,Jaguars ,Jared Odrick,Jared,Odrick,DT,84,2015,Defense,83,68,77
JAX,Jaguars ,Ziggy Hood,Ziggy,Hood,DT,78,2015,Defense,81,74,87
JAX,Jaguars ,Roy Miller,Roy,Miller,DT,75,2015,Defense,87,70,96
JAX,Jaguars ,Michael Bennett,Michael,Bennett,DT,69,2015,Defense,77,71,87
JAX,Jaguars ,Abry Jones,Abry,Jones,DT,68,2015,Defense,86,66,87
JAX,Jaguars ,Nic Jacobs,Nic,Jacobs,FB,70,2015,Offense,67,80,90
JAX,Jaguars ,Sergio Brown,Sergio,Brown,FS,80,2015,Defense,67,86,87
JAX,Jaguars ,Josh Evans,Josh,Evans,FS,70,2015,Defense,61,85,89
JAX,Jaguars ,Denard Robinson,Denard,Robinson,HB,74,2015,Offense,46,90,84
JAX,Jaguars ,Toby Gerhart,Toby,Gerhart,HB,73,2015,Offense,77,86,89
JAX,Jaguars ,T.J. Yeldon,T.J.,Yeldon,HB,73,2015,Offense,74,88,84
JAX,Jaguars ,Bernard Pierce,Bernard,Pierce,HB,72,2015,Offense,76,89,82
JAX,Jaguars ,Storm Johnson,Storm,Johnson,HB,70,2015,Offense,70,85,93
JAX,Jaguars ,Corey Grant,Corey,Grant,HB,58,2015,Offense,74,96,82
JAX,Jaguars ,Josh Scobee,Josh,Scobee,K,85,2015,Special Teams,30,56,87
JAX,Jaguars ,Tyson Alualu,Tyson,Alualu,LE,76,2015,Defense,87,73,95
JAX,Jaguars ,Andre Branch,Andre,Branch,LE,75,2015,Defense,68,81,89
JAX,Jaguars ,Zane Beadles,Zane,Beadles,LG,83,2015,Offense,83,60,93
JAX,Jaguars ,A.J. Cann,A.J.,Cann,LG,73,2015,Offense,89,57,93
JAX,Jaguars ,Dan Skuta,Dan,Skuta,LOLB,80,2015,Defense,73,78,92
JAX,Jaguars ,LaRoy Reynolds,LaRoy,Reynolds,LOLB,73,2015,Defense,82,85,88
JAX,Jaguars ,Khairi Fortt,Khairi,Fortt,LOLB,68,2015,Defense,84,82,78
JAX,Jaguars ,Luke Joeckel,Luke,Joeckel,LT,76,2015,Offense,87,61,87
JAX,Jaguars ,Sam Young,Sam,Young,LT,65,2015,Offense,83,62,93
JAX,Jaguars ,Brennan Williams,Brennan,Williams,LT,60,2015,Offense,88,60,79
JAX,Jaguars ,Paul Posluszny,Paul,Posluszny,MLB,83,2015,Defense,76,81,87
JAX,Jaguars ,Jeremiah George,Jeremiah,George,MLB,67,2015,Defense,76,83,92
JAX,Jaguars ,Bryan Anger,Bryan,Anger,P,86,2015,Special Teams,55,71,97
JAX,Jaguars ,Blake Bortles,Blake,Bortles,QB,74,2015,Offense,65,76,96
JAX,Jaguars ,Chad Henne,Chad,Henne,QB,73,2015,Offense,64,70,90
JAX,Jaguars ,Jeff Tuel,Jeff,Tuel,QB,66,2015,Offense,57,83,77
JAX,Jaguars ,Stephen Morris,Stephen,Morris,QB,64,2015,Offense,56,84,85
JAX,Jaguars ,Dante Fowler Jr.,Dante,Fowler Jr.,RE,79,2015,Defense,73,86,79
JAX,Jaguars ,Chris Clemons,Chris,Clemons,RE,77,2015,Defense,66,91,94
JAX,Jaguars ,Ryan Davis,Ryan,Davis,RE,76,2015,Defense,74,76,90
JAX,Jaguars ,Chris Smith,Chris,Smith,RE,70,2015,Defense,85,81,93
JAX,Jaguars ,Brandon Linder,Brandon,Linder,RG,87,2015,Offense,88,60,93
JAX,Jaguars ,Tyler Shatley,Tyler,Shatley,RG,67,2015,Offense,95,65,92
JAX,Jaguars ,Telvin Smith,Telvin,Smith,ROLB,79,2015,Defense,62,88,90
JAX,Jaguars ,John Lotulelei,John,Lotulelei,ROLB,68,2015,Defense,75,76,87
JAX,Jaguars ,Jermey Parnell,Jermey,Parnell,RT,84,2015,Offense,85,63,88
JAX,Jaguars ,Austin Pasztor,Austin,Pasztor,RT,74,2015,Offense,79,55,95
JAX,Jaguars ,Josh Wells,Josh,Wells,RT,73,2015,Offense,83,63,90
JAX,Jaguars ,Cody Booth,Cody,Booth,RT,66,2015,Offense,82,59,92
JAX,Jaguars ,Johnathan Cyprien,Johnathan,Cyprien,SS,79,2015,Defense,65,88,93
JAX,Jaguars ,Matt Daniels,Matt,Daniels,SS,73,2015,Defense,54,88,84
JAX,Jaguars ,Craig Loston,Craig,Loston,SS,71,2015,Defense,60,83,83
JAX,Jaguars ,James Sample,James,Sample,SS,67,2015,Defense,69,87,85
JAX,Jaguars ,Julius Thomas,Julius,Thomas,TE,89,2015,Offense,69,84,90
JAX,Jaguars ,Marcedes Lewis,Marcedes,Lewis,TE,81,2015,Offense,82,73,93
JAX,Jaguars ,Clay Harbor,Clay,Harbor,TE,74,2015,Offense,64,83,89
JAX,Jaguars ,Ben Koyack,Ben,Koyack,TE,64,2015,Offense,68,79,91
JAX,Jaguars ,Carson Tinker,Carson,Tinker,TE,52,2015,Offense,72,71,92
JAX,Jaguars ,Allen Robinson,Allen,Robinson,WR,79,2015,Offense,67,85,89
JAX,Jaguars ,Justin Blackmon,Justin,Blackmon,WR,76,2015,Offense,67,88,94
JAX,Jaguars ,Marqise Lee,Marqise,Lee,WR,74,2015,Offense,52,88,85
JAX,Jaguars ,Allen Hurns,Allen,Hurns,WR,73,2015,Offense,62,87,92
JAX,Jaguars ,Arrelious Benn,Arrelious,Benn,WR,71,2015,Offense,74,83,70
JAX,Jaguars ,Tandon Doss,Tandon,Doss,WR,71,2015,Offense,68,84,85
JAX,Jaguars ,Rashad Greene,Rashad,Greene,WR,71,2015,Offense,54,88,88
JAX,Jaguars ,Ace Sanders,Ace,Sanders,WR,71,2015,Offense,41,87,86
JAX,Jaguars ,Bryan Walters,Bryan,Walters,WR,65,2015,Offense,50,81,92
JAX,Jaguars ,Neal Sterling,Neal,Sterling,WR,59,2015,Offense,68,85,90
NYJ,Jets ,Nick Mangold,Nick,Mangold,C,95,2015,Offense,91,65,92
NYJ,Jets ,Dalton Freeman,Dalton,Freeman,C,69,2015,Offense,89,72,96
NYJ,Jets ,Wesley Johnson,Wesley,Johnson,C,67,2015,Offense,83,68,94
NYJ,Jets ,Darrelle Revis,Darrelle,Revis,CB,97,2015,Defense,64,88,88
NYJ,Jets ,Antonio Cromartie,Antonio,Cromartie,CB,86,2015,Defense,65,87,87
NYJ,Jets ,Buster Skrine,Buster,Skrine,CB,78,2015,Defense,47,91,89
NYJ,Jets ,Dee Milliner,Dee,Milliner,CB,77,2015,Defense,62,92,87
NYJ,Jets ,Darrin Walls,Darrin,Walls,CB,74,2015,Defense,56,89,92
NYJ,Jets ,Marcus Williams,Marcus,Williams,CB,71,2015,Defense,66,86,93
NYJ,Jets ,Dexter McDougle,Dexter,McDougle,CB,70,2015,Defense,50,91,75
NYJ,Jets ,Curtis Brown,Curtis,Brown,CB,69,2015,Defense,49,88,92
NYJ,Jets ,Damon Harrison,Damon,Harrison,DT,88,2015,Defense,92,50,90
NYJ,Jets ,Deon Simon,Deon,Simon,DT,64,2015,Defense,93,68,73
NYJ,Jets ,Tommy Bohanon,Tommy,Bohanon,FB,76,2015,Offense,86,75,88
NYJ,Jets ,Calvin Pryor,Calvin,Pryor,FS,82,2015,Defense,67,86,93
NYJ,Jets ,Antonio Allen,Antonio,Allen,FS,79,2015,Defense,62,81,83
NYJ,Jets ,Rontez Miles,Rontez,Miles,FS,71,2015,Defense,64,85,92
NYJ,Jets ,Chris Ivory,Chris,Ivory,HB,80,2015,Offense,84,86,83
NYJ,Jets ,Stevan Ridley,Stevan,Ridley,HB,76,2015,Offense,81,81,82
NYJ,Jets ,Zac Stacy,Zac,Stacy,HB,76,2015,Offense,77,86,92
NYJ,Jets ,Bilal Powell,Bilal,Powell,HB,74,2015,Offense,71,86,88
NYJ,Jets ,Daryl Richardson,Daryl,Richardson,HB,68,2015,Offense,55,88,85
NYJ,Jets ,Nick Folk,Nick,Folk,K,80,2015,Special Teams,55,68,84
NYJ,Jets ,Muhammad Wilkerson,Muhammad,Wilkerson,LE,96,2015,Defense,94,71,94
NYJ,Jets ,Leonard Williams,Leonard,Williams,LE,80,2015,Defense,87,73,85
NYJ,Jets ,Kevin Vickerson,Kevin,Vickerson,LE,74,2015,Defense,88,66,87
NYJ,Jets ,Willie Colon,Willie,Colon,LG,77,2015,Offense,86,54,78
NYJ,Jets ,James Brewer,James,Brewer,LG,74,2015,Offense,88,63,81
NYJ,Jets ,Brian Winters,Brian,Winters,LG,69,2015,Offense,84,64,89
NYJ,Jets ,Calvin Pace,Calvin,Pace,LOLB,77,2015,Defense,74,71,92
NYJ,Jets ,Trevor Reilly,Trevor,Reilly,LOLB,69,2015,Defense,78,83,85
NYJ,Jets ,Lorenzo Mauldin,Lorenzo,Mauldin,LOLB,67,2015,Defense,76,77,82
NYJ,Jets ,D'Brickashaw Ferguson,D'Brickashaw,Ferguson,LT,84,2015,Offense,87,64,98
NYJ,Jets ,Ben Ijalana,Ben,Ijalana,LT,66,2015,Offense,86,63,85
NYJ,Jets ,Demario Davis,Demario,Davis,MLB,81,2015,Defense,81,87,91
NYJ,Jets ,David Harris,David,Harris,MLB,81,2015,Defense,78,81,96
NYJ,Jets ,Joe Mays,Joe,Mays,MLB,77,2015,Defense,82,72,95
NYJ,Jets ,Erin Henderson,Erin,Henderson,MLB,74,2015,Defense,74,77,87
NYJ,Jets ,Jamari Lattimore,Jamari,Lattimore,MLB,72,2015,Defense,69,79,90
NYJ,Jets ,Ryan Quigley,Ryan,Quigley,P,84,2015,Special Teams,49,63,95
NYJ,Jets ,Ryan Fitzpatrick,Ryan,Fitzpatrick,QB,78,2015,Offense,55,70,89
NYJ,Jets ,Geno Smith,Geno,Smith,QB,76,2015,Offense,56,85,95
NYJ,Jets ,Bryce Petty,Bryce,Petty,QB,70,2015,Offense,56,77,79
NYJ,Jets ,Sheldon Richardson,Sheldon,Richardson,RE,92,2015,Defense,88,70,89
NYJ,Jets ,Stephen Bowen,Stephen,Bowen,RE,73,2015,Defense,85,71,92
NYJ,Jets ,T.J. Barnes,T.J.,Barnes,RE,62,2015,Defense,91,61,86
NYJ,Jets ,James Carpenter,James,Carpenter,RG,80,2015,Offense,90,62,86
NYJ,Jets ,Dakota Dozier,Dakota,Dozier,RG,69,2015,Offense,83,58,90
NYJ,Jets ,Jarvis Harrison,Jarvis,Harrison,RG,68,2015,Offense,88,66,84
NYJ,Jets ,Jason Babin,Jason,Babin,ROLB,79,2015,Defense,82,75,88
NYJ,Jets ,Quinton Coples,Quinton,Coples,ROLB,79,2015,Defense,83,78,93
NYJ,Jets ,Ikemefuna Enemkpali,Ikemefuna,Enemkpali,ROLB,68,2015,Defense,81,71,91
NYJ,Jets ,Breno Giacomini,Breno,Giacomini,RT,78,2015,Offense,83,61,93
NYJ,Jets ,Oday Aboushi,Oday,Aboushi,RT,75,2015,Offense,78,56,95
NYJ,Jets ,Marcus Gilchrist,Marcus,Gilchrist,SS,79,2015,Defense,52,88,90
NYJ,Jets ,Jaiquawn Jarrett,Jaiquawn,Jarrett,SS,79,2015,Defense,65,82,90
NYJ,Jets ,Jace Amaro,Jace,Amaro,TE,76,2015,Offense,77,85,87
NYJ,Jets ,Jeff Cumberland,Jeff,Cumberland,TE,74,2015,Offense,73,87,88
NYJ,Jets ,Kellen Davis,Kellen,Davis,TE,74,2015,Offense,78,81,90
NYJ,Jets ,Zach Sudfeld,Zach,Sudfeld,TE,71,2015,Offense,63,78,80
NYJ,Jets ,Wes Saxton,Wes,Saxton,TE,63,2015,Offense,71,84,84
NYJ,Jets ,Tanner Purdum,Tanner,Purdum,TE,54,2015,Offense,75,66,92
NYJ,Jets ,Brandon Marshall,Brandon,Marshall,WR,89,2015,Offense,77,83,89
NYJ,Jets ,Eric Decker,Eric,Decker,WR,86,2015,Offense,72,84,92
NYJ,Jets ,Jeremy Kerley,Jeremy,Kerley,WR,76,2015,Offense,43,84,90
NYJ,Jets ,Devin Smith,Devin,Smith,WR,72,2015,Offense,62,92,92
NYJ,Jets ,T.J. Graham,T.J.,Graham,WR,71,2015,Offense,37,90,92
NYJ,Jets ,Chris Owusu,Chris,Owusu,WR,68,2015,Offense,68,93,75
NYJ,Jets ,DeVier Posey,DeVier,Posey,WR,68,2015,Offense,59,91,85
NYJ,Jets ,Quincy Enunwa,Quincy,Enunwa,WR,65,2015,Offense,64,90,93
NYJ,Jets ,Shaq Evans,Shaq,Evans,WR,65,2015,Offense,54,88,89
NYJ,Jets ,Walter Powell,Walter,Powell,WR,62,2015,Offense,45,90,88
NYJ,Jets ,Saalim Hakim,Saalim,Hakim,WR,57,2015,Offense,37,96,87
DET,Lions ,Travis Swanson,Travis,Swanson,C,73,2015,Offense,82,62,94
DET,Lions ,Taylor Boggs,Taylor,Boggs,C,67,2015,Offense,86,57,85
DET,Lions ,Braxston Cave,Braxston,Cave,C,66,2015,Offense,88,60,84
DET,Lions ,Darren Keyton,Darren,Keyton,C,64,2015,Offense,80,58,90
DET,Lions ,Rashean Mathis,Rashean,Mathis,CB,84,2015,Defense,61,83,86
DET,Lions ,Darius Slay,Darius,Slay,CB,84,2015,Defense,54,94,92
DET,Lions ,Josh Wilson,Josh,Wilson,CB,78,2015,Defense,55,87,91
DET,Lions ,Chris Owens,Chris,Owens,CB,75,2015,Defense,48,87,93
DET,Lions ,Bill Bentley,Bill,Bentley,CB,72,2015,Defense,48,89,83
DET,Lions ,Nevin Lawson,Nevin,Lawson,CB,72,2015,Defense,62,89,89
